FullStreetName,file,n_points,n_inlets,n_sags,n_served,n_unserved,length_m,kb
MOSELLE CT,MOSELLE_CT.html,83,2,0,0,0,81.6,35.8
GOLDEN CREST CM,GOLDEN_CREST_CM.html,31,2,0,0,0,30.1,33.2
GLADIOLUS CT,GLADIOLUS_CT.html,107,2,0,0,0,105.9,37.3
ELIOT DR,ELIOT_DR.html,82,2,0,0,0,80.8,35.9
EVE LN,EVE_LN.html,263,2,0,0,0,261.8,44.7
EVANS PL,EVANS_PL.html,60,2,0,0,0,59.4,34.7
BEECH CM,BEECH_CM.html,30,2,0,0,0,28.5,32.9
HIBISCUS WY,HIBISCUS_WY.html,426,2,0,0,0,424.4,52.4
HAYES CT,HAYES_CT.html,103,2,0,0,0,101.9,37.0
HAWTHORNE PL,HAWTHORNE_PL.html,150,2,0,0,0,149.1,39.3
KNOLL CT,KNOLL_CT.html,72,2,0,0,0,70.9,35.6
KIRSTEN WY,KIRSTEN_WY.html,89,2,0,0,0,88.4,36.1
KINO WY,KINO_WY.html,80,2,0,0,0,79.3,35.7
KINGLET RD,KINGLET_RD.html,343,2,1,1,0,340.9,54.3
ARABIAN RD,ARABIAN_RD.html,300,2,1,1,0,297.6,51.9
ANNA MARIA ST,ANNA_MARIA_ST.html,1019,2,1,1,0,1011.2,84.4
WAYLAND LP,WAYLAND_LP.html,444,2,0,0,0,441.0,53.5
PRIMROSE LN,PRIMROSE_LN.html,187,2,0,0,0,186.5,41.1
POTENZA CT,POTENZA_CT.html,69,2,0,0,0,68.0,35.4
TENNYSON DR,TENNYSON_DR.html,101,2,0,0,0,99.7,37.1
TEAGARDEN CM,TEAGARDEN_CM.html,49,2,0,0,0,48.0,34.2
TAPESTRY CT,TAPESTRY_CT.html,27,2,0,0,0,25.9,33.0
TANAGER WY,TANAGER_WY.html,82,2,0,0,0,81.1,35.7
TAMMY CT,TAMMY_CT.html,38,2,0,0,0,37.2,33.6
BERWIND AV,BERWIND_AV.html,152,2,0,0,0,150.8,39.1
N OAK ST,N_OAK_ST.html,113,2,0,0,0,111.7,37.5
EMERALD ST,EMERALD_ST.html,380,2,1,1,0,379.0,56.5
ELSA CM,ELSA_CM.html,57,2,0,0,0,56.4,34.6
BERKSHIRE AV,BERKSHIRE_AV.html,72,2,0,0,0,71.5,35.1
DARTMOUTH WY,DARTMOUTH_WY.html,526,2,0,0,0,524.8,56.0
CORNFLOWER CM,CORNFLOWER_CM.html,28,2,0,0,0,27.0,32.8
POMONA CT,POMONA_CT.html,45,2,0,0,0,43.9,34.0
CROSS CREEK PL,CROSS_CREEK_PL.html,93,2,0,0,0,91.9,36.4
PYRITE CT,PYRITE_CT.html,51,2,0,0,0,50.0,34.4
SWALLOW DR,SWALLOW_DR.html,412,2,1,1,0,408.1,57.7
BLUFFS CT,BLUFFS_CT.html,125,2,0,0,0,123.7,37.9
EL RANCHO DR,EL_RANCHO_DR.html,497,2,0,0,0,496.3,55.7
EL DORADO CT,EL_DORADO_CT.html,56,2,0,0,0,54.5,34.3
EL CAPITAN CT,EL_CAPITAN_CT.html,120,2,0,0,0,119.2,37.5
EDNA CT,EDNA_CT.html,43,2,0,0,0,42.1,33.7
NIAGARA DR,NIAGARA_DR.html,241,2,0,0,0,236.4,43.0
NEWHALL WY,NEWHALL_WY.html,266,2,1,1,0,263.2,50.7
VILLAGE CT,VILLAGE_CT.html,76,2,0,0,0,75.5,35.7
VICTORIA CT,VICTORIA_CT.html,56,2,0,0,0,54.8,34.8
VIANO WY,VIANO_WY.html,88,2,0,0,0,87.1,36.3
HAMPTON PL,HAMPTON_PL.html,39,2,0,0,0,38.1,34.0
KYLE CM,KYLE_CM.html,105,2,0,0,0,104.4,37.2
SPLITRAIL CT,SPLITRAIL_CT.html,87,2,1,1,0,85.8,42.5
SOUTHFRONT ON I580 EB,SOUTHFRONT_ON_I580_EB.html,399,2,0,0,0,398.2,52.1
SOUTHFRONT OFF I580 EB,SOUTHFRONT_OFF_I580_EB.html,395,2,0,0,0,394.8,57.3
SOUTHFRONT LN,SOUTHFRONT_LN.html,96,2,0,0,0,95.6,36.9
VIA SEVILLE,VIA_SEVILLE.html,212,2,0,0,0,210.2,42.3
VIA JOSE,VIA_JOSE.html,170,2,0,0,0,168.5,40.3
LINWOOD CM,LINWOOD_CM.html,59,2,0,0,0,57.7,34.8
LINDBERGH AV,LINDBERGH_AV.html,856,2,2,0,2,856.0,78.8
LIDO DR,LIDO_DR.html,489,2,0,0,0,486.9,55.6
LIBRA CT,LIBRA_CT.html,104,2,0,0,0,102.4,37.1
NELDA WY,NELDA_WY.html,94,2,0,0,0,93.3,36.6
DUKE WY,DUKE_WY.html,238,2,0,0,0,236.6,43.3
NORMANDY CT,NORMANDY_CT.html,53,2,0,0,0,52.4,34.3
NOKOTA CM,NOKOTA_CM.html,375,2,0,0,0,373.7,50.2
ELAINE AV,ELAINE_AV.html,499,2,0,0,0,496.3,55.3
BLACKOAK CT,BLACKOAK_CT.html,67,2,0,0,0,65.8,35.0
SUNFLOWER CT,SUNFLOWER_CT.html,842,2,0,0,0,835.9,71.5
SUNBURST LN,SUNBURST_LN.html,177,2,0,0,0,176.3,40.6
SUMMERHOUSE CM,SUMMERHOUSE_CM.html,42,2,0,0,0,41.3,33.8
BRIARWOOD CT,BRIARWOOD_CT.html,98,2,0,0,0,97.2,36.6
DOOLAN RD,DOOLAN_RD.html,654,2,0,0,0,650.0,63.4
BRESSO CT,BRESSO_CT.html,119,2,0,0,0,117.9,37.5
ARMSTRONG ST,ARMSTRONG_ST.html,343,2,0,0,0,340.4,54.6
GREENS CT,GREENS_CT.html,88,2,0,0,0,87.7,36.3
GREENHILLS CT,GREENHILLS_CT.html,50,2,0,0,0,48.7,34.2
DAHLIA CM,DAHLIA_CM.html,26,2,0,0,0,24.7,32.7
CYPRESS POINT DR,CYPRESS_POINT_DR.html,169,2,0,0,0,168.2,39.8
PICKFAIR LN,PICKFAIR_LN.html,309,2,0,0,0,308.2,47.7
PHYLLIS CT,PHYLLIS_CT.html,106,2,0,0,0,105.1,36.9
PHLOX WY,PHLOX_WY.html,80,2,0,0,0,79.2,35.7
PESTANA PL,PESTANA_PL.html,35,2,0,0,0,33.5,33.4
PESARO WY,PESARO_WY.html,133,2,0,0,0,132.6,38.5
BROADMOOR CT,BROADMOOR_CT.html,38,2,0,0,0,36.6,33.3
GRAPE LEAF LN,GRAPE_LEAF_LN.html,88,2,0,0,0,132.2,36.2
LEE AV,LEE_AV.html,430,2,0,0,0,424.8,52.3
LEE ANN CI,LEE_ANN_CI.html,284,2,0,0,0,283.5,45.3
LEAHY WY,LEAHY_WY.html,822,2,2,1,1,818.3,82.8
LE BLANC CT,LE_BLANC_CT.html,31,2,0,0,0,29.8,33.1
LAWSON CT,LAWSON_CT.html,53,2,0,0,0,51.8,40.8
VINE CT,VINE_CT.html,98,2,0,0,0,97.4,36.7
VILLAGE GREEN DR,VILLAGE_GREEN_DR.html,165,2,0,0,0,164.1,39.8
STERLING CT,STERLING_CT.html,49,2,0,0,0,48.3,40.7
DELAWARE WY,DELAWARE_WY.html,646,2,0,0,0,640.9,62.2
OVERLAKE AV,OVERLAKE_AV.html,65,2,0,0,0,63.9,35.1
ORION CT,ORION_CT.html,66,2,0,0,0,64.9,34.9
SPRINGTIME CM,SPRINGTIME_CM.html,47,2,0,0,0,46.3,40.4
PARKVIEW CM,PARKVIEW_CM.html,233,2,0,0,0,232.2,43.3
PALM AV,PALM_AV.html,547,2,0,0,0,540.8,57.8
PACIFIC AV,PACIFIC_AV.html,709,2,0,0,0,703.6,64.2
DIAMOND CT,DIAMOND_CT.html,82,2,0,0,0,81.3,35.8
DE SOTO WY,DE_SOTO_WY.html,260,2,1,1,0,257.7,50.5
DAWN ST,DAWN_ST.html,238,2,0,0,0,236.1,42.8
PEPPERTREE PL,PEPPERTREE_PL.html,96,2,0,0,0,95.1,36.7
ORANGE WY,ORANGE_WY.html,109,2,0,0,0,108.6,37.3
LAMBETH RD,LAMBETH_RD.html,140,2,0,0,0,137.5,39.1
LAKEHURST RD,LAKEHURST_RD.html,311,2,1,1,0,308.3,52.8
HARVARD CT,HARVARD_CT.html,78,2,0,0,0,76.8,35.6
ASPEN CT,ASPEN_CT.html,52,2,0,0,0,50.4,34.1
STACY CT,STACY_CT.html,36,2,0,0,0,35.0,33.4
SPYGLASS HILLS RD,SPYGLASS_HILLS_RD.html,278,2,0,0,0,273.3,45.0
ABALONE PL,ABALONE_PL.html,71,2,0,0,0,70.5,34.8
WILLIAM DR,WILLIAM_DR.html,242,2,0,0,0,239.4,43.4
ANDALUCIA ST,ANDALUCIA_ST.html,82,2,0,0,0,81.1,35.8
INDIGO CM,INDIGO_CM.html,27,2,0,0,0,26.1,32.9
HUDSON WY,HUDSON_WY.html,398,2,0,0,0,396.2,50.3
CARLSBAD CT,CARLSBAD_CT.html,37,2,0,0,0,36.0,33.4
CARLA ST,CARLA_ST.html,337,2,0,0,0,335.3,48.0
ZINNIA CT,ZINNIA_CT.html,122,2,0,0,0,121.3,37.9
ZINFANDEL CT,ZINFANDEL_CT.html,34,2,0,0,0,33.2,33.3
ZERMATT ST,ZERMATT_ST.html,84,2,0,0,0,83.6,36.0
ZEPPELIN DR,ZEPPELIN_DR.html,94,2,1,1,0,92.6,42.7
ZEPHYR PL,ZEPHYR_PL.html,51,2,0,0,0,50.4,34.3
HOLLICE CT,HOLLICE_CT.html,111,2,0,0,0,109.6,37.3
HILLSTONE DR,HILLSTONE_DR.html,164,2,0,0,0,161.6,40.3
JACQUILINE WY,JACQUILINE_WY.html,244,2,0,0,0,242.2,43.6
CASCATA CT,CASCATA_CT.html,56,2,0,0,0,55.0,34.4
SAUVIGNON CT,SAUVIGNON_CT.html,37,2,0,0,0,36.2,33.4
CATALINA CT,CATALINA_CT.html,137,1,0,0,0,132.9,38.0
S R ST,S_R_ST.html,86,1,0,0,0,85.3,36.1
ISABEL OFF I580 WB,ISABEL_OFF_I580_WB.html,760,1,1,0,1,760.4,75.4
IVORY PL,IVORY_PL.html,28,1,0,0,0,26.8,32.8
HILLSTONE CT,HILLSTONE_CT.html,63,1,0,0,0,62.0,34.8
HOLLICE LN,HOLLICE_LN.html,396,1,0,0,0,391.7,49.9
ALGONQUIN AV,ALGONQUIN_AV.html,249,1,0,0,0,244.9,42.9
ALMADEN CT,ALMADEN_CT.html,89,1,0,0,0,88.3,36.1
CARDINAL DR,CARDINAL_DR.html,223,1,0,0,0,220.0,42.4
HUMBOLDT WY,HUMBOLDT_WY.html,395,1,0,0,0,394.0,50.3
HURON RD,HURON_RD.html,54,1,0,0,0,53.0,34.4
IDA CT,IDA_CT.html,31,1,0,0,0,30.2,33.0
INNSBRUCK ST,INNSBRUCK_ST.html,488,1,0,0,0,485.1,54.5
ANDREA CT,ANDREA_CT.html,92,1,0,0,0,91.4,36.2
ANN CT,ANN_CT.html,117,1,0,0,0,115.3,37.2
SPRUCE ST,SPRUCE_ST.html,566,1,0,0,0,564.0,58.7
ST CHARLES CT,ST_CHARLES_CT.html,85,1,0,0,0,83.8,36.2
ST MARY DR,ST_MARY_DR.html,201,1,0,0,0,200.0,41.2
ASBURY CT,ASBURY_CT.html,45,1,0,0,0,44.3,33.6
ASTI CT,ASTI_CT.html,120,1,0,0,0,118.5,37.6
HARVEST PL,HARVEST_PL.html,73,1,0,0,0,71.3,35.4
LAMBAREN AV,LAMBAREN_AV.html,599,1,0,0,0,596.0,60.1
LASSEN RD,LASSEN_RD.html,173,1,0,0,0,170.6,40.7
STADIUM WY,STADIUM_WY.html,62,1,0,0,0,61.0,34.9
PAVO CT,PAVO_CT.html,92,1,0,0,0,90.7,36.1
PEDROZZI CM,PEDROZZI_CM.html,284,1,0,0,0,283.4,45.7
PEGASUS CM,PEGASUS_CM.html,185,1,0,0,0,181.9,41.0
DIANE CT,DIANE_CT.html,32,1,0,0,0,30.5,32.8
PAULA CT,PAULA_CT.html,37,1,0,0,0,35.6,33.4
BROOKDALE CT,BROOKDALE_CT.html,69,1,0,0,0,68.6,34.9
BROOKFIELD DR,BROOKFIELD_DR.html,385,1,0,0,0,384.2,49.6
BROOKVIEW CT,BROOKVIEW_CT.html,97,1,0,0,0,96.2,36.4
ORCHARD WY,ORCHARD_WY.html,82,1,0,0,0,81.1,35.9
ORINDA CT,ORINDA_CT.html,26,1,0,0,0,24.7,32.7
OSLO CT,OSLO_CT.html,95,1,0,0,0,93.9,36.6
LE HAVRE CT,LE_HAVRE_CT.html,47,1,0,0,0,45.6,33.8
ATHOS CM,ATHOS_CM.html,49,1,0,0,0,46.9,34.0
BRIDGEPORT CI,BRIDGEPORT_CI.html,503,1,0,0,0,502.5,55.0
BRIDLE CT,BRIDLE_CT.html,173,1,0,0,0,171.3,40.3
BRITTANY PL,BRITTANY_PL.html,37,1,0,0,0,36.3,33.2
DEL NORTE CT,DEL_NORTE_CT.html,18,1,0,0,0,16.8,32.1
DAFFODIL WY,DAFFODIL_WY.html,270,1,1,0,1,266.7,50.8
DAISY LN,DAISY_LN.html,199,1,0,0,0,198.1,41.2
DAISYFIELD CT,DAISYFIELD_CT.html,58,1,0,0,0,57.3,34.4
GROSVENOR HEIGHTS CT,GROSVENOR_HEIGHTS_CT.html,52,1,0,0,0,50.8,34.4
GUILFORD PL,GUILFORD_PL.html,60,1,0,0,0,58.8,34.6
BOBWHITE RD,BOBWHITE_RD.html,74,1,0,0,0,72.6,35.3
BODEGA AV,BODEGA_AV.html,80,1,0,0,0,79.2,35.4
BOEING CT,BOEING_CT.html,117,1,0,0,0,116.5,37.3
BORDEAUX ST,BORDEAUX_ST.html,339,1,0,0,0,336.4,47.6
BRANSON WY,BRANSON_WY.html,205,1,0,0,0,202.5,42.0
OLD TOWER RD,OLD_TOWER_RD.html,305,1,0,0,0,302.3,46.5
SUNDOWN RD,SUNDOWN_RD.html,39,1,0,0,0,37.6,33.5
LEONA DR,LEONA_DR.html,370,1,0,0,0,368.4,49.1
LILAC AV,LILAC_AV.html,472,1,0,0,0,471.7,53.8
SONOMA CT,SONOMA_CT.html,120,1,0,0,0,118.6,37.7
SPRINGHAVEN ST,SPRINGHAVEN_ST.html,38,1,0,0,0,36.6,33.4
HELEN WY,HELEN_WY.html,272,1,0,0,0,271.1,45.0
HELGA CT,HELGA_CT.html,54,1,0,0,0,53.3,34.4
LA CRESTA CT,LA_CRESTA_CT.html,56,1,0,0,0,54.6,34.4
LA PRADA CT,LA_PRADA_CT.html,56,1,0,0,0,54.6,34.4
LAGRANGE CT,LAGRANGE_CT.html,57,1,0,0,0,56.0,34.6
HALIFAX RD,HALIFAX_RD.html,82,1,0,0,0,81.1,36.0
HARDING AV,HARDING_AV.html,202,1,0,0,0,200.7,42.0
HARTFORD AV,HARTFORD_AV.html,411,1,0,0,0,410.0,50.8
VILANA ST,VILANA_ST.html,296,1,1,0,1,291.3,52.6
NICOBRIA LN,NICOBRIA_LN.html,34,1,0,0,0,32.8,33.2
EGRET RD,EGRET_RD.html,323,1,0,0,0,320.1,47.2
BLUEGRASS CT,BLUEGRASS_CT.html,66,1,0,0,0,65.1,34.9
TAHOE CT,TAHOE_CT.html,41,1,0,0,0,39.4,33.7
CRANE AV,CRANE_AV.html,252,1,1,0,1,250.1,49.5
CREEK RD,CREEK_RD.html,280,1,0,0,0,277.4,44.7
CROSSROADS PL,CROSSROADS_PL.html,85,1,0,0,0,83.8,35.6
POPLAR CT,POPLAR_CT.html,71,1,0,0,0,69.4,35.4
POPPY WY,POPPY_WY.html,64,1,0,0,0,63.1,34.9
CORONADO CT,CORONADO_CT.html,56,1,0,0,0,54.6,34.2
CORTE CAVA,CORTE_CAVA.html,82,1,0,0,0,80.4,35.6
DAKOTA CT,DAKOTA_CT.html,68,1,0,0,0,67.3,34.8
PINON CT,PINON_CT.html,47,1,0,0,0,45.7,34.0
PLACENZA ST,PLACENZA_ST.html,155,1,0,0,0,152.1,39.1
PLEASANT AV,PLEASANT_AV.html,164,1,0,0,0,163.1,39.5
BENTLEY PL,BENTLEY_PL.html,29,1,0,0,0,28.4,32.8
NADINE ST,NADINE_ST.html,376,1,0,0,0,374.1,50.0
NAPA CT,NAPA_CT.html,58,1,0,0,0,57.1,34.6
NB AIRWAY ON I580 EB,NB_AIRWAY_ON_I580_EB.html,98,1,0,0,0,97.7,37.1
BERLIN WY,BERLIN_WY.html,351,1,1,0,1,347.0,55.0
BAYLOR WY,BAYLOR_WY.html,234,1,0,0,0,233.8,42.6
PRESTON CT,PRESTON_CT.html,106,1,0,0,0,103.3,37.1
PURDUE WY,PURDUE_WY.html,204,1,0,0,0,203.3,41.4
WALKER PL,WALKER_PL.html,111,1,0,0,0,109.4,37.4
HAZEL ST,HAZEL_ST.html,826,1,0,0,0,822.0,70.8
FERNBROOK CM,FERNBROOK_CM.html,36,1,0,0,0,35.4,33.3
ESSEX ST,ESSEX_ST.html,363,1,0,0,0,359.6,48.9
LISBON AV,LISBON_AV.html,408,1,0,0,0,406.3,51.1
LIVORNO CT,LIVORNO_CT.html,73,1,0,0,0,72.2,35.3
LIVORNO ST,LIVORNO_ST.html,193,1,0,0,0,190.2,40.9
LOBELIA CT,LOBELIA_CT.html,85,1,0,0,0,84.2,35.8
GLENWOOD CT,GLENWOOD_CT.html,37,1,0,0,0,36.3,33.5
GLENWOOD ST,GLENWOOD_ST.html,144,1,0,0,0,142.5,39.0
LEEDS CT,LEEDS_CT.html,87,1,0,0,0,85.6,36.4
LELAND CT,LELAND_CT.html,26,1,0,0,0,25.4,32.7
FAIRVIEW CT,FAIRVIEW_CT.html,56,1,0,0,0,55.1,34.4
FIRST OFF I580 WB,FIRST_OFF_I580_WB.html,277,1,1,1,0,276.3,51.4
MISTY LN,MISTY_LN.html,93,1,0,0,0,92.3,36.7
MITRA ST,MITRA_ST.html,86,1,0,0,0,84.6,35.9
MOCHO ST,MOCHO_ST.html,474,1,0,0,0,472.1,53.8
MODOC PL,MODOC_PL.html,50,1,0,0,0,49.4,34.2
MOJAVE AV,MOJAVE_AV.html,301,1,0,0,0,300.0,46.6
CONTRACTORS CM,CONTRACTORS_CM.html,227,1,0,0,0,225.6,42.6
RACHELLE ST,RACHELLE_ST.html,129,1,0,0,0,127.3,37.9
RADCLIFFE RD,RADCLIFFE_RD.html,73,1,0,0,0,71.6,35.3
SKYLINKS CT,SKYLINKS_CT.html,102,1,0,0,0,101.2,36.7
CORTE GLORIETA,CORTE_GLORIETA.html,97,1,0,0,0,95.9,36.4
SILVER OAKS ST,SILVER_OAKS_ST.html,80,1,0,0,0,78.9,35.7
BUCKSKIN CT,BUCKSKIN_CT.html,50,1,0,0,0,49.4,33.9
REGINALD CT,REGINALD_CT.html,42,1,0,0,0,40.9,33.8
REGULUS CT,REGULUS_CT.html,52,1,0,0,0,51.0,34.2
RHODODENDRON CT,RHODODENDRON_CT.html,35,1,0,0,0,34.0,33.4
CLEVIS CM,CLEVIS_CM.html,228,1,0,0,0,287.9,42.7
COMPTON CT,COMPTON_CT.html,169,1,0,0,0,168.0,39.5
MOLLIE CT,MOLLIE_CT.html,49,1,0,0,0,47.7,34.1
MONTCLAIR CT,MONTCLAIR_CT.html,75,1,0,0,0,74.2,35.4
MOONFLOWER WY,MOONFLOWER_WY.html,196,1,0,0,0,195.2,41.3
BELFAST CT,BELFAST_CT.html,98,1,0,0,0,96.6,36.6
BELLA VISTA PL,BELLA_VISTA_PL.html,155,1,0,0,0,153.4,39.2
TETON CT,TETON_CT.html,43,1,0,0,0,42.1,33.8
VEGA RD,VEGA_RD.html,59,1,0,0,0,58.2,34.5
VENUS WY,VENUS_WY.html,414,1,0,0,0,413.4,51.8
VERDITE ST,VERDITE_ST.html,127,1,0,0,0,126.1,38.0
GRAHAM CT,GRAHAM_CT.html,67,1,0,0,0,66.2,34.9
LONDON WY,LONDON_WY.html,40,1,0,0,0,38.6,33.5
LORREN CT,LORREN_CT.html,37,1,0,0,0,35.7,33.5
CINDY CT,CINDY_CT.html,75,1,0,0,0,73.6,35.3
CALL OF THE WILD CT,CALL_OF_THE_WILD_CT.html,102,1,0,0,0,101.0,36.6
HIGH CASTLE CT,HIGH_CASTLE_CT.html,40,1,0,0,0,39.2,33.7
KEELER CT,KEELER_CT.html,53,1,0,0,0,51.8,34.2
KENT CT,KENT_CT.html,45,1,0,0,0,44.3,33.8
KEYSTONE WY,KEYSTONE_WY.html,349,1,0,0,0,348.7,48.8
KIM CT,KIM_CT.html,24,1,0,0,0,22.8,32.6
ARIES CT,ARIES_CT.html,105,1,0,0,0,103.6,36.8
SHELLEY ST,SHELLEY_ST.html,463,1,1,1,0,455.9,59.2
LORREN WY,LORREN_WY.html,331,1,0,0,0,327.0,47.6
LYDIA CT,LYDIA_CT.html,60,1,0,0,0,59.4,34.6
TIFFIN PL,TIFFIN_PL.html,59,1,0,0,0,57.9,34.7
TIGER LILY CM,TIGER_LILY_CM.html,57,1,0,0,0,56.3,34.6
MICHELL ST,MICHELL_ST.html,274,1,0,0,0,271.0,45.4
MIMOSA CT,MIMOSA_CT.html,29,1,0,0,0,28.0,32.9
MIRALOMA ST,MIRALOMA_ST.html,180,1,0,0,0,177.8,40.2
MIRANDA WY,MIRANDA_WY.html,344,1,0,0,0,343.2,48.4
BARCELONA ST,BARCELONA_ST.html,237,1,0,0,0,235.8,42.8
TOPAZ WY,TOPAZ_WY.html,203,1,0,0,0,202.1,41.6
SEQUOIA DR,SEQUOIA_DR.html,80,1,0,0,0,78.9,35.6
CAIRO ST,CAIRO_ST.html,237,1,0,0,0,235.5,42.6
CALAIS AV,CALAIS_AV.html,178,1,0,0,0,175.9,40.6
AMBER WY,AMBER_WY.html,409,1,0,0,0,404.1,50.6
JUDITH WY,JUDITH_WY.html,78,1,0,0,0,76.7,35.8
HERCULES CT,HERCULES_CT.html,92,1,0,0,0,90.7,36.1
CALCITE CT,CALCITE_CT.html,59,1,0,0,0,57.6,34.3
TOURMALINE CT,TOURMALINE_CT.html,42,1,0,0,0,41.3,33.6
TREVARNO RD,TREVARNO_RD.html,282,1,1,1,0,280.9,52.1
TRIAD DR,TRIAD_DR.html,135,1,0,0,0,134.2,38.7
TRINITY CI,TRINITY_CI.html,185,1,0,0,0,183.6,40.7
MELANIE CT,MELANIE_CT.html,16,1,0,0,0,15.2,32.1
MENDENHALL DR,MENDENHALL_DR.html,206,1,0,0,0,203.8,41.7
MERITAGE CM,MERITAGE_CM.html,312,1,0,0,0,311.0,47.7
MERRITT PL,MERRITT_PL.html,86,1,0,0,0,85.3,36.1
FLORIDA CT,FLORIDA_CT.html,137,1,0,0,0,136.2,38.5
FONTONETT PL,FONTONETT_PL.html,45,1,0,0,0,44.1,33.8
CHATSWORTH ST,CHATSWORTH_ST.html,47,1,0,0,0,46.1,33.8
ROVELLO LP,ROVELLO_LP.html,340,1,0,0,0,335.2,48.2
CAYUGA DR,CAYUGA_DR.html,160,1,0,0,0,158.2,39.2
ROMA CT,ROMA_CT.html,36,1,0,0,0,35.4,33.3
ROUNDHILL PL,ROUNDHILL_PL.html,36,1,0,0,0,34.5,33.7
CHARLOTTE CM,CHARLOTTE_CM.html,338,1,1,0,1,331.8,54.3
CANARY CT,CANARY_CT.html,92,1,0,0,0,90.8,36.3
FOXTAIL DR,FOXTAIL_DR.html,108,1,0,0,0,106.9,37.0
FRANC CM,FRANC_CM.html,33,1,0,0,0,32.3,33.2
FRANKFURT WY,FRANKFURT_WY.html,459,1,0,0,0,454.7,54.4
MAYVIEW WY,MAYVIEW_WY.html,493,1,0,0,0,492.7,55.6
MARIGOLD CT,MARIGOLD_CT.html,31,1,0,0,0,30.2,33.1
MARTINGALE CT,MARTINGALE_CT.html,79,1,0,0,0,78.6,35.8
FOX CREEK CT,FOX_CREEK_CT.html,85,1,0,0,0,83.5,35.9
CHANDLER CT,CHANDLER_CT.html,90,1,0,0,0,89.2,35.9
CAROLINE CT,CAROLINE_CT.html,89,1,0,0,0,88.4,35.8
CHASE CT,CHASE_CT.html,45,1,0,0,0,44.3,33.6
CHATEAU PL,CHATEAU_PL.html,78,1,0,0,0,77.0,35.4
HERMITAGE CT,HERMITAGE_CT.html,25,1,0,0,0,23.9,32.7
JADE PL,JADE_PL.html,102,1,0,0,0,101.3,36.8
JASMINE CT,JASMINE_CT.html,61,1,0,0,0,60.5,34.7
JEANNIE CT,JEANNIE_CT.html,47,1,0,0,0,45.5,34.0
GALAXY CT,GALAXY_CT.html,71,1,0,0,0,70.6,35.3
GALLOWAY CM,GALLOWAY_CM.html,274,1,0,0,0,311.2,45.1
LYRA CT,LYRA_CT.html,103,1,0,0,0,102.1,36.7
GATEWAY AV,GATEWAY_AV.html,271,1,1,0,1,270.3,51.3
GEMINI RD,GEMINI_RD.html,98,1,0,0,0,96.9,36.3
GIBRALTAR CM,GIBRALTAR_CM.html,155,1,0,0,0,150.2,39.7
AUTUMN LEAF CM,AUTUMN_LEAF_CM.html,43,1,0,0,0,41.9,33.5
AVA ST,AVA_ST.html,63,1,0,0,0,61.5,34.6
GANESHA CM,GANESHA_CM.html,80,1,0,0,0,79.2,35.7
SALEM CT,SALEM_CT.html,45,1,0,0,0,44.3,33.8
SALISBURY CT,SALISBURY_CT.html,64,1,0,0,0,63.1,34.9
CANTON AV,CANTON_AV.html,316,1,0,0,0,314.5,46.3
SAYBROOK RD,SAYBROOK_RD.html,314,1,0,0,0,312.3,46.6
SB FIRST OFF I580 WB,SB_FIRST_OFF_I580_WB.html,434,1,0,0,0,433.3,53.0
SB ISABEL ON I580 EB,SB_ISABEL_ON_I580_EB.html,716,1,1,0,1,715.3,72.4
SCHERMAN CT,SCHERMAN_CT.html,67,1,0,0,0,66.3,35.0
CALLE DEL SOL,CALLE_DEL_SOL.html,78,1,0,0,0,76.9,35.6
CAMBRIDGE WY,CAMBRIDGE_WY.html,191,1,0,0,0,188.8,40.6
GARDEN CM,GARDEN_CM.html,364,1,1,0,1,363.2,55.7
GARNET DR,GARNET_DR.html,354,1,0,0,0,351.7,48.9
BACCHUS CM,BACCHUS_CM.html,85,1,0,0,0,81.9,36.0
TURNSTONE DR,TURNSTONE_DR.html,569,1,0,0,0,563.9,57.9
VALLEY OF THE MOON PL,VALLEY_OF_THE_MOON_PL.html,110,1,0,0,0,108.9,37.3
YOSEMITE PL,YOSEMITE_PL.html,50,1,0,0,0,48.8,34.2
YUKON PL,YUKON_PL.html,63,1,0,0,0,62.1,34.8
ALVISO PL,ALVISO_PL.html,128,1,0,0,0,127.3,38.0
ALBERTA WY,ALBERTA_WY.html,86,1,0,0,0,85.3,35.5
WIMBLEDON LN,WIMBLEDON_LN.html,344,1,0,0,0,342.3,49.3
ABRUSCO CM,ABRUSCO_CM.html,232,1,1,0,1,229.9,49.4
