FullStreetName,file,n_points,n_inlets,n_sags,n_served,n_unserved,length_m,kb
ISABEL AV,ISABEL_AV.html,8177,252,11,7,4,8135.8,456.1
HANSEN RD,HANSEN_RD.html,3033,136,2,2,0,3258.2,198.0
CONCANNON BL,CONCANNON_BL.html,5677,115,11,9,2,5654.6,322.0
RRX,RRX.html,20283,93,11,1,10,28130.2,939.9
PORTOLA AV,PORTOLA_AV.html,4925,88,5,5,0,5649.6,276.3
SOUTHFRONT RD,SOUTHFRONT_RD.html,4610,83,8,5,3,4722.1,265.7
UNNAMED,UNNAMED.html,18427,75,49,8,41,63049.6,870.4
FIRST ST,FIRST_ST.html,6184,71,10,3,7,13218.8,334.1
HELIGAN LN,HELIGAN_LN.html,815,69,0,0,0,803.0,83.5
PATTERSON PASS RD,PATTERSON_PASS_RD.html,4188,68,8,7,1,4177.0,243.0
LAS POSITAS RD,LAS_POSITAS_RD.html,6903,67,17,10,7,7623.1,368.7
W JACK LONDON BL,W_JACK_LONDON_BL.html,4037,66,5,3,2,4034.5,239.6
TRANQUILITY CI,TRANQUILITY_CI.html,861,60,1,1,0,855.8,91.6
FORGET ME NOT CM,FORGET_ME_NOT_CM.html,659,57,2,2,0,657.0,81.0
STOCKTON LP,STOCKTON_LP.html,921,56,1,1,0,910.8,91.9
SANTORINA DR,SANTORINA_DR.html,611,53,1,1,0,606.9,78.8
BRISA ST,BRISA_ST.html,1946,52,3,3,0,1940.8,137.4
CHARLOTTE WY,CHARLOTTE_WY.html,3413,50,11,8,3,3389.8,209.9
ARROYO RD,ARROYO_RD.html,3009,48,4,3,1,2989.8,187.8
I580 WB,I580_WB.html,8888,47,6,4,2,12864.5,446.6
HOLMES ST,HOLMES_ST.html,3421,47,9,7,2,3390.0,207.5
S VASCO RD,S_VASCO_RD.html,5069,46,11,5,6,5031.8,280.7
DISCOVERY DR,DISCOVERY_DR.html,1308,45,3,3,0,1303.9,108.7
PRESTON AV,PRESTON_AV.html,2196,43,2,2,0,2771.1,147.4
COWAN WY,COWAN_WY.html,642,43,1,1,0,639.8,78.8
SELBY LN,SELBY_LN.html,654,43,0,0,0,690.9,73.6
SCENIC AV,SCENIC_AV.html,2608,41,1,1,0,2588.8,160.7
PERSIMMON CM,PERSIMMON_CM.html,436,40,0,0,0,433.2,63.0
KELLOGG LP,KELLOGG_LP.html,519,40,0,0,0,514.4,66.6
RIVERS BEND CI,RIVERS_BEND_CI.html,1157,39,4,4,0,1150.3,102.0
DOVECOTE LN,DOVECOTE_LN.html,550,38,0,0,0,546.3,67.7
I580 EB,I580_EB.html,8643,36,4,2,2,12851.3,434.7
EAST AV,EAST_AV.html,6067,35,1,0,1,6036.4,308.6
MINES RD,MINES_RD.html,1673,35,1,1,0,1662.9,125.3
NATIONAL DR,NATIONAL_DR.html,1748,35,1,1,0,1743.4,127.6
MURDELL LN,MURDELL_LN.html,2563,35,5,5,0,2536.3,160.7
N VASCO RD,N_VASCO_RD.html,1969,35,8,5,3,1952.1,142.4
LOMITAS AV,LOMITAS_AV.html,1483,35,1,1,0,1466.9,116.5
BLUEBELL DR,BLUEBELL_DR.html,2796,34,5,3,2,2773.7,184.5
GARAVENTA RANCH RD,GARAVENTA_RANCH_RD.html,1140,33,2,2,0,1128.5,99.5
SANDALWOOD DR,SANDALWOOD_DR.html,346,33,0,0,0,343.6,58.1
CENTRAL AV,CENTRAL_AV.html,1014,33,3,3,0,1004.3,92.4
COOPER CI,COOPER_CI.html,382,32,0,0,0,380.4,59.1
GREENVILLE RD,GREENVILLE_RD.html,3285,32,2,1,1,3718.3,199.5
ROBERTSON PARK RD,ROBERTSON_PARK_RD.html,1941,32,2,1,1,1940.3,141.3
OLD OAK RD,OLD_OAK_RD.html,1716,32,3,3,0,1705.4,125.0
N MURRIETA BL,N_MURRIETA_BL.html,2415,31,6,3,3,2396.4,162.2
S LIVERMORE AV,S_LIVERMORE_AV.html,2373,31,0,0,0,2351.4,148.9
NORMANDY CI,NORMANDY_CI.html,962,31,1,1,0,952.2,91.2
TIFFANY CM,TIFFANY_CM.html,638,31,1,1,0,619.7,69.9
REES CI,REES_CI.html,391,30,1,1,0,388.5,65.3
N MINES RD,N_MINES_RD.html,1862,30,3,2,1,1857.6,140.8
FLORA CM,FLORA_CM.html,237,30,1,1,0,234.7,58.8
LEXINGTON WY,LEXINGTON_WY.html,1355,30,1,1,0,1340.9,109.5
STAGHORN WY,STAGHORN_WY.html,397,29,1,1,0,390.8,58.8
BASSWOOD CM,BASSWOOD_CM.html,342,29,1,1,0,339.9,63.5
CAMDEN CM,CAMDEN_CM.html,280,29,1,1,0,278.1,60.8
WHITE CRANE CI,WHITE_CRANE_CI.html,408,28,0,0,0,405.9,60.0
DECKER LN,DECKER_LN.html,599,27,1,0,1,595.0,74.5
RAILROAD AV,RAILROAD_AV.html,1451,26,1,1,0,1514.5,113.0
COLE CM,COLE_CM.html,168,26,0,0,0,165.4,49.1
ELDER CI,ELDER_CI.html,460,26,0,0,0,460.1,61.9
ACCESS ROAD,ACCESS_ROAD.html,3434,26,12,2,10,28829.1,206.0
LUCCA CI,LUCCA_CI.html,388,26,1,1,0,385.9,59.4
FENNEL WY,FENNEL_WY.html,494,26,1,1,0,487.9,70.2
SEDONA COMMON,SEDONA_COMMON.html,379,26,3,2,1,376.8,71.6
RHODODENDRON DR,RHODODENDRON_DR.html,1044,26,2,2,0,1030.1,94.7
N LIVERMORE AV,N_LIVERMORE_AV.html,2017,25,4,2,2,2148.5,145.6
MISSION LN,MISSION_LN.html,378,25,1,1,0,371.5,58.0
FLURRY DR,FLURRY_DR.html,706,25,2,2,0,854.3,80.1
E STANLEY BL,E_STANLEY_BL.html,3059,25,5,1,4,3054.7,191.5
SONIA ST,SONIA_ST.html,553,25,1,1,0,549.7,72.9
CHATEAU WY,CHATEAU_WY.html,1265,24,0,0,0,1258.8,96.7
CALDEIRA DR,CALDEIRA_DR.html,613,24,2,2,0,608.5,75.5
TARRAGONA DR,TARRAGONA_DR.html,301,24,0,0,0,298.9,55.1
FLAGG LN,FLAGG_LN.html,245,23,0,0,0,242.7,52.0
SONIA WY,SONIA_WY.html,285,23,1,1,0,283.3,60.3
ALDEN LN,ALDEN_LN.html,1921,23,0,0,0,1916.7,115.0
FOURTH ST,FOURTH_ST.html,2855,23,1,1,0,7936.3,167.0
AIRWAY BL,AIRWAY_BL.html,1919,23,4,2,2,1907.0,140.6
TALINGA DR,TALINGA_DR.html,422,23,0,0,0,418.9,60.1
LAUGHLIN RD,LAUGHLIN_RD.html,1757,22,5,5,0,1744.0,124.5
WETMORE RD,WETMORE_RD.html,1577,22,2,1,1,1575.5,123.5
DRESSLAR CI,DRESSLAR_CI.html,458,22,0,0,0,458.0,61.2
SENGER ST,SENGER_ST.html,310,22,0,0,0,306.3,55.1
VETERANS WY,VETERANS_WY.html,254,22,0,0,0,253.4,59.1
OAKVILLE LN,OAKVILLE_LN.html,577,21,0,0,0,571.2,66.8
NORTHFRONT RD,NORTHFRONT_RD.html,2037,21,3,3,0,2032.0,138.2
E AIRWAY BL,E_AIRWAY_BL.html,2149,21,3,2,1,2144.6,150.9
VINTAGE LN,VINTAGE_LN.html,766,21,2,2,0,763.1,82.2
DANIELLE LN,DANIELLE_LN.html,310,21,2,2,0,309.2,61.8
ELSTON ST,ELSTON_ST.html,348,20,0,0,0,344.2,56.2
SAN VICENTE DR,SAN_VICENTE_DR.html,363,20,1,1,0,359.9,63.0
VILLAGE DR,VILLAGE_DR.html,496,20,1,1,0,491.0,62.7
BROADMOOR ST,BROADMOOR_ST.html,1123,20,2,2,0,1107.0,88.9
BURBANK AV,BURBANK_AV.html,182,20,0,0,0,179.1,48.9
MORNING GLORY CI,MORNING_GLORY_CI.html,410,19,1,1,0,408.6,65.7
SECOND ST,SECOND_ST.html,2251,19,3,2,1,7591.9,146.6
TRINITY HILLS LN,TRINITY_HILLS_LN.html,699,19,1,1,0,691.5,72.3
VALLECITOS RD,VALLECITOS_RD.html,495,19,1,1,0,492.5,70.2
CELLARS DR,CELLARS_DR.html,231,19,1,1,0,229.7,51.1
SUMMERTREE DR,SUMMERTREE_DR.html,1020,19,1,1,0,1013.9,86.6
COLLIER CANYON RD,COLLIER_CANYON_RD.html,1266,18,1,0,1,2773.1,103.7
TREADWELL ST,TREADWELL_ST.html,247,18,0,0,0,244.7,51.9
SPRINGTOWN BL,SPRINGTOWN_BL.html,2021,18,6,3,3,2005.6,137.5
LENNOX CT,LENNOX_CT.html,97,18,0,0,0,95.5,44.6
BERTOLLI DR,BERTOLLI_DR.html,237,18,0,0,0,234.2,51.3
TOLENTINO CT,TOLENTINO_CT.html,104,17,0,0,0,102.9,45.2
HIGHLAND ST,HIGHLAND_ST.html,852,17,3,3,0,839.6,80.6
LAGISS DR,LAGISS_DR.html,422,17,2,2,0,419.7,60.0
SEVILLANO CI,SEVILLANO_CI.html,260,17,0,0,0,270.0,46.3
GABRIELLA LN,GABRIELLA_LN.html,158,17,0,0,0,156.9,47.3
FELICIA AV,FELICIA_AV.html,1378,17,0,0,0,1370.7,95.5
N P ST,N_P_ST.html,1544,17,2,2,0,1523.4,116.1
NORMANDY WY,NORMANDY_WY.html,472,17,1,1,0,463.8,61.5
FREDERICK MICHAEL WY,FREDERICK_MICHAEL_WY.html,369,17,0,0,0,366.9,57.7
BRIANA ST,BRIANA_ST.html,173,16,0,0,0,172.1,47.8
MONTAGE DR,MONTAGE_DR.html,167,16,0,0,0,164.6,48.3
VERDALA DR,VERDALA_DR.html,245,16,1,1,0,242.6,58.0
NORTH CANYONS PW,NORTH_CANYONS_PW.html,1686,16,1,1,0,1683.1,124.0
OBSIDIAN WY,OBSIDIAN_WY.html,401,16,0,0,0,394.5,51.6
EDINBURGH DR,EDINBURGH_DR.html,877,16,1,1,0,866.1,87.1
LONGARD RD,LONGARD_RD.html,601,16,1,1,0,600.3,74.1
EL CAMINITO,EL_CAMINITO.html,2151,16,2,2,0,2138.7,135.4
ALTAIR AV,ALTAIR_AV.html,532,15,0,0,0,526.4,62.9
FIFTH ST,FIFTH_ST.html,2123,15,1,0,1,6294.6,134.4
CHARDONNAY WY,CHARDONNAY_WY.html,583,15,2,2,0,578.2,71.9
BESS AV,BESS_AV.html,691,15,1,1,0,690.5,77.1
S L ST,S_L_ST.html,1230,15,0,0,0,1220.0,95.3
AIRWAY OFF I580 WB,AIRWAY_OFF_I580_WB.html,597,15,1,1,0,596.8,74.4
ARLENE WY,ARLENE_WY.html,1354,15,1,1,0,1344.6,101.1
PRIMA DR,PRIMA_DR.html,488,15,2,2,0,480.7,62.7
PRAIRIE WY,PRAIRIE_WY.html,255,15,1,1,0,252.6,58.1
MISTY CI,MISTY_CI.html,697,15,2,2,0,757.7,78.3
REBECCA DR,REBECCA_DR.html,689,15,1,1,0,684.8,71.5
E VALLECITOS RD,E_VALLECITOS_RD.html,1734,15,3,0,3,2997.2,127.4
AUTUMN OAK DR,AUTUMN_OAK_DR.html,378,15,1,1,0,374.8,62.8
TUSCANY CI,TUSCANY_CI.html,472,14,1,1,0,470.3,67.8
COLLEGE AV,COLLEGE_AV.html,1998,14,0,0,0,1978.1,119.5
KALTHOFF CM,KALTHOFF_CM.html,2637,14,9,5,4,2634.9,175.3
WAVERLY CM,WAVERLY_CM.html,658,14,2,2,0,656.6,78.4
POMONA WY,POMONA_WY.html,597,14,0,0,0,591.4,66.7
BELLMAWR DR,BELLMAWR_DR.html,528,14,1,0,1,525.5,65.1
FRENCH ST,FRENCH_ST.html,173,14,0,0,0,172.1,47.7
CLUBHOUSE DR,CLUBHOUSE_DR.html,590,14,1,1,0,589.5,73.5
MAUREEN CI,MAUREEN_CI.html,809,14,2,2,0,803.5,77.0
CARNEGIE LP,CARNEGIE_LP.html,817,14,2,2,0,803.0,82.4
YOUNTVILLE CT,YOUNTVILLE_CT.html,203,14,0,0,0,201.3,49.1
INVERNESS CM,INVERNESS_CM.html,346,14,1,1,0,344.2,63.1
SAN FELICE DR,SAN_FELICE_DR.html,425,14,1,1,0,418.7,64.7
WOOD HOLLOW DR,WOOD_HOLLOW_DR.html,503,14,3,3,0,496.5,62.6
N L ST,N_L_ST.html,1060,14,1,1,0,1048.1,94.1
WISTERIA WY,WISTERIA_WY.html,689,14,0,0,0,682.9,70.9
MARATHON DR,MARATHON_DR.html,615,14,2,2,0,613.5,74.1
PINE ST,PINE_ST.html,1482,13,0,0,0,1468.0,98.6
PENDOLINO LN,PENDOLINO_LN.html,158,13,0,0,0,155.4,41.2
MONTEREY DR,MONTEREY_DR.html,622,13,2,2,0,615.7,73.6
NB AIRWAY ON I580 WB,NB_AIRWAY_ON_I580_WB.html,464,13,1,1,0,463.6,68.7
CAMPUS HILL DR,CAMPUS_HILL_DR.html,507,13,1,1,0,504.5,70.5
PADUA WY,PADUA_WY.html,372,13,0,0,0,368.1,50.9
CORNERSTONE CM,CORNERSTONE_CM.html,388,13,3,3,0,374.4,57.4
HERMAN AV,HERMAN_AV.html,545,13,3,3,0,540.3,70.2
JUNCTION AV,JUNCTION_AV.html,1117,13,1,1,0,1107.7,103.0
DANA CI,DANA_CI.html,934,13,2,2,0,925.3,82.2
ARLINGTON RD,ARLINGTON_RD.html,785,13,2,2,0,777.4,73.8
VETTA DR,VETTA_DR.html,497,13,1,1,0,492.7,62.3
THIRD ST,THIRD_ST.html,2790,13,3,1,2,8390.2,175.8
MCGRAW AV,MCGRAW_AV.html,274,13,0,0,0,272.9,52.7
SUCCESS CI,SUCCESS_CI.html,489,13,2,2,0,484.8,68.7
BIG BASIN RD,BIG_BASIN_RD.html,272,13,0,0,0,268.2,51.8
SADDLEBACK CI,SADDLEBACK_CI.html,721,13,2,2,0,717.5,79.0
MAYBECK LN,MAYBECK_LN.html,262,13,0,0,0,260.4,51.9
FIGONE WY,FIGONE_WY.html,122,13,0,0,0,120.3,45.6
BELLINGTON CM,BELLINGTON_CM.html,250,12,0,0,0,248.2,44.9
LONGFELLOW CT,LONGFELLOW_CT.html,283,12,0,0,0,281.9,53.0
BELLFLOWER ST,BELLFLOWER_ST.html,695,12,2,2,0,688.3,71.0
ALTAMONT CREEK DR,ALTAMONT_CREEK_DR.html,626,12,2,2,0,618.4,68.3
SARDONYX CT,SARDONYX_CT.html,160,12,0,0,0,159.2,40.8
BRIARWOOD DR,BRIARWOOD_DR.html,573,12,1,1,0,566.5,66.1
MAPLE ST,MAPLE_ST.html,647,12,1,1,0,639.9,69.3
S P ST,S_P_ST.html,791,12,1,1,0,784.3,75.9
STICKLEY DR,STICKLEY_DR.html,154,12,1,1,0,151.2,53.3
WESTWIND ST,WESTWIND_ST.html,206,12,0,0,0,203.6,49.2
WHITEHALL CT,WHITEHALL_CT.html,167,12,0,0,0,165.5,47.5
PICHOLINE DR,PICHOLINE_DR.html,121,12,1,1,0,120.0,51.5
VANCOUVER WY,VANCOUVER_WY.html,1091,12,0,0,0,1083.3,81.9
NB FIRST/SB SPRINGTOWN ON I580 EB,NB_FIRST_SB_SPRINGTOWN_ON_I580_EB.html,445,12,0,0,0,444.0,54.2
E VINEYARD AV,E_VINEYARD_AV.html,3029,12,2,1,1,4848.9,189.7
PEREGRINE ST,PEREGRINE_ST.html,232,12,0,0,0,228.0,50.3
DETERT ST,DETERT_ST.html,207,12,1,1,0,204.2,55.3
CUMULUS ST,CUMULUS_ST.html,329,12,0,0,0,322.0,54.1
RINCON AV,RINCON_AV.html,1589,12,1,1,0,1567.1,106.7
TEASEL CM,TEASEL_CM.html,227,12,0,0,0,226.4,43.9
LA RIBERA ST,LA_RIBERA_ST.html,588,12,1,1,0,587.4,72.9
VASCO ON I580 EB,VASCO_ON_I580_EB.html,761,12,3,2,1,854.8,87.1
PORTOLA MEADOWS RD,PORTOLA_MEADOWS_RD.html,371,12,1,1,0,363.9,56.7
RAPALLO CM,RAPALLO_CM.html,425,12,2,2,0,422.0,65.7
BARGEMANN LN,BARGEMANN_LN.html,176,12,0,0,0,174.6,47.3
SAN MINETE DR,SAN_MINETE_DR.html,420,12,1,1,0,418.5,65.3
CHATEAU CM,CHATEAU_CM.html,307,12,0,0,0,306.4,53.8
STONE PINE CM,STONE_PINE_CM.html,51,12,0,0,0,49.7,41.7
LOCH LOMAND WY,LOCH_LOMAND_WY.html,566,12,1,1,0,561.7,72.3
ROSE GATE CM,ROSE_GATE_CM.html,334,12,1,1,0,325.5,61.2
RUTHERFORD CT,RUTHERFORD_CT.html,207,12,0,0,0,204.3,49.5
WAGONER DR,WAGONER_DR.html,1134,11,0,0,0,1121.4,82.8
HANOVER ST,HANOVER_ST.html,1059,11,0,0,0,1051.8,80.3
WILDROSE CM,WILDROSE_CM.html,290,11,1,1,0,288.1,53.2
OLIVINA AV,OLIVINA_AV.html,2091,11,1,1,0,2071.5,132.4
ALAMEDA DR,ALAMEDA_DR.html,818,11,0,0,0,809.0,69.1
VERNAZZA DR,VERNAZZA_DR.html,396,11,1,1,0,394.1,63.3
KEW AV,KEW_AV.html,64,11,0,0,0,63.3,42.4
PLACER CI,PLACER_CI.html,580,11,2,2,0,576.9,66.2
HILLCREST AV,HILLCREST_AV.html,1494,11,2,2,0,1490.2,103.0
VINCI WY,VINCI_WY.html,272,11,0,0,0,269.7,45.0
LAWRENCE DR,LAWRENCE_DR.html,655,11,2,1,1,653.3,82.0
MOUNTAIN VISTA PW,MOUNTAIN_VISTA_PW.html,355,11,2,1,1,352.7,68.5
BIANCA WY,BIANCA_WY.html,556,11,0,0,0,551.8,58.3
RUTHERFORD LN,RUTHERFORD_LN.html,228,11,0,0,0,227.8,50.3
BEAR CREEK DR,BEAR_CREEK_DR.html,396,11,1,1,0,392.6,57.8
RED MAPLE CM,RED_MAPLE_CM.html,53,11,0,0,0,51.8,41.7
N N ST,N_N_ST.html,934,11,1,0,1,948.8,81.9
N I ST,N_I_ST.html,533,11,1,0,1,572.8,70.5
CANSINO LN,CANSINO_LN.html,89,11,0,0,0,88.3,43.2
SANTA CROCE CT,SANTA_CROCE_CT.html,206,11,0,0,0,205.0,48.9
CARNEGIE WY,CARNEGIE_WY.html,398,11,0,0,0,392.5,57.5
SILVERADO LN,SILVERADO_LN.html,129,11,0,0,0,128.4,45.6
ALBERT WY,ALBERT_WY.html,252,11,0,0,0,247.7,44.4
ALLEGRO ST,ALLEGRO_ST.html,270,11,1,1,0,268.3,50.8
YOSEMITE DR,YOSEMITE_DR.html,934,11,1,1,0,925.4,81.5
INDUSTRIAL WY,INDUSTRIAL_WY.html,532,11,1,1,0,530.7,63.8
ACORN WY,ACORN_WY.html,222,10,1,1,0,220.6,49.2
ALNWICK AV,ALNWICK_AV.html,45,10,0,0,0,43.7,40.8
JEANNIE WY,JEANNIE_WY.html,505,10,1,1,0,498.9,62.4
SIENA RD,SIENA_RD.html,359,10,1,1,0,356.5,62.4
SILVER OAKS WY,SILVER_OAKS_WY.html,888,10,1,1,0,886.6,86.4
MERLOT LN,MERLOT_LN.html,504,10,0,0,0,504.2,55.6
SANTA CROCE DR,SANTA_CROCE_DR.html,199,10,1,1,0,196.7,48.6
SIXTH ST,SIXTH_ST.html,1505,10,1,1,0,5926.9,106.8
WOODROSE WY,WOODROSE_WY.html,399,10,1,1,0,396.0,56.9
WINDWARD CM,WINDWARD_CM.html,267,10,0,0,0,261.2,45.5
IMPRUNETA CT,IMPRUNETA_CT.html,116,10,1,1,0,114.2,44.7
MORELAND WY,MORELAND_WY.html,166,10,0,0,0,164.2,46.9
CEDAR DR,CEDAR_DR.html,615,10,0,0,0,611.5,59.9
LUSITANA DR,LUSITANA_DR.html,189,10,0,0,0,187.3,47.9
STEALTH ST,STEALTH_ST.html,722,10,1,1,0,717.0,70.8
CARNELIAN LN,CARNELIAN_LN.html,337,10,1,1,0,331.9,54.7
NEWBURY ST,NEWBURY_ST.html,482,10,1,1,0,477.2,68.7
THORNHILL DR,THORNHILL_DR.html,506,10,2,2,0,501.9,63.4
ROBINSON CI,ROBINSON_CI.html,325,10,1,1,0,323.9,60.5
LOYOLA WY,LOYOLA_WY.html,1047,10,1,1,0,1037.0,92.3
SUPERIOR DR,SUPERIOR_DR.html,1037,10,1,1,0,1025.4,87.0
BIRCHWOOD CM,BIRCHWOOD_CM.html,184,10,0,0,0,177.6,41.1
SUMAL CM,SUMAL_CM.html,98,10,0,0,0,95.5,37.6
ASCALANO LN,ASCALANO_LN.html,321,10,0,0,0,320.5,47.5
KNOTTINGHAM CI,KNOTTINGHAM_CI.html,475,10,1,1,0,473.2,68.9
ARROWHEAD AV,ARROWHEAD_AV.html,632,10,2,1,1,622.4,79.4
PHEASANT WY,PHEASANT_WY.html,184,10,0,0,0,182.1,41.5
HAGEMANN DR,HAGEMANN_DR.html,1089,10,3,3,0,1074.6,88.6
TANAGER RD,TANAGER_RD.html,641,10,1,1,0,636.3,67.9
RESEARCH DR,RESEARCH_DR.html,729,10,1,1,0,727.5,71.8
NAYLOR AV,NAYLOR_AV.html,507,10,1,1,0,505.4,62.6
COPPER CREST CM,COPPER_CREST_CM.html,379,10,1,1,0,373.6,63.8
RUTAN DR,RUTAN_DR.html,859,10,2,2,0,852.8,84.4
S K ST,S_K_ST.html,816,10,0,0,0,808.7,70.5
BOBBY DR,BOBBY_DR.html,268,10,1,1,0,265.5,57.8
MULQUEENEY ST,MULQUEENEY_ST.html,548,10,0,0,0,541.2,57.7
SANTORINA CT,SANTORINA_CT.html,85,9,1,1,0,84.4,43.5
FRANCESCO CT,FRANCESCO_CT.html,161,9,1,1,0,160.1,53.1
FIORE BELLA WY,FIORE_BELLA_WY.html,211,9,0,0,0,210.1,42.7
SILVERADO CT,SILVERADO_CT.html,124,9,0,0,0,122.9,45.5
ALMOND AV,ALMOND_AV.html,842,9,1,1,0,832.4,76.1
HOLLYHOCK ST,HOLLYHOCK_ST.html,988,9,1,1,0,982.5,83.9
HILLSIDE AV,HILLSIDE_AV.html,358,9,0,0,0,353.1,49.9
LAKE DR,LAKE_DR.html,190,9,1,1,0,187.8,54.7
RICKENBACKER CI,RICKENBACKER_CI.html,672,9,2,2,0,670.4,69.3
CONSTITUTION DR,CONSTITUTION_DR.html,1588,9,4,2,2,1585.3,125.1
NEPTUNE RD,NEPTUNE_RD.html,463,9,0,0,0,458.9,54.1
LINDEN ST,LINDEN_ST.html,819,9,0,0,0,810.6,70.2
S J ST,S_J_ST.html,861,9,0,0,0,852.3,72.3
S M ST,S_M_ST.html,808,9,0,0,0,801.4,69.9
ENCINO DR,ENCINO_DR.html,476,9,1,0,1,472.8,61.1
BASIL CM,BASIL_CM.html,82,9,0,0,0,80.9,43.0
THERESA WY,THERESA_WY.html,771,9,0,0,0,763.8,68.2
GUILFORD AV,GUILFORD_AV.html,619,9,0,0,0,615.4,60.2
BELLA OAKS CT,BELLA_OAKS_CT.html,141,9,0,0,0,139.9,45.8
MADEIRA WY,MADEIRA_WY.html,931,9,0,0,0,924.3,75.3
CALISTOGA CT,CALISTOGA_CT.html,167,9,0,0,0,165.5,46.6
MILL SPRINGS CM,MILL_SPRINGS_CM.html,594,9,3,2,1,694.8,79.6
SEVENTH ST,SEVENTH_ST.html,893,9,0,0,0,906.2,73.3
CALICO CM,CALICO_CM.html,82,9,0,0,0,80.9,36.7
SHERIDAN CI,SHERIDAN_CI.html,435,9,1,1,0,433.4,60.2
CALLE DEL SUENO,CALLE_DEL_SUENO.html,143,9,0,0,0,140.7,45.9
MELANIE WY,MELANIE_WY.html,620,9,0,0,0,615.3,60.5
MEZZAMONTE DR,MEZZAMONTE_DR.html,199,9,1,1,0,197.8,54.8
LUCCA WY,LUCCA_WY.html,80,9,1,1,0,79.4,49.2
MALLARD ST,MALLARD_ST.html,181,9,0,0,0,178.0,41.1
GARDELLA PLAZA,GARDELLA_PLAZA.html,398,9,0,0,0,394.9,57.8
WEXLER WY,WEXLER_WY.html,202,9,0,0,0,201.5,48.7
VIVIAN DR,VIVIAN_DR.html,569,9,1,1,0,563.3,65.2
VINE DR,VINE_DR.html,152,9,1,1,0,150.2,46.2
KLONDIKE RD,KLONDIKE_RD.html,310,9,0,0,0,306.2,46.9
VASCO ON I580 WB,VASCO_ON_I580_WB.html,429,9,0,0,0,427.9,59.5
OLMSTEAD WY,OLMSTEAD_WY.html,167,9,0,0,0,165.9,40.8
WELCH LN,WELCH_LN.html,283,9,1,1,0,280.4,58.7
TUILERIES AV,TUILERIES_AV.html,82,9,0,0,0,80.9,43.2
HAMPTON RD,HAMPTON_RD.html,600,9,0,0,0,593.2,61.0
PRATO WY,PRATO_WY.html,330,9,1,1,0,327.8,54.3
VASCO OFF I580 WB,VASCO_OFF_I580_WB.html,1107,9,3,0,3,1440.7,96.9
QUARRYHILL AV,QUARRYHILL_AV.html,171,9,0,0,0,169.1,47.2
LIVERMORE OUTLETS DR,LIVERMORE_OUTLETS_DR.html,591,9,2,2,0,589.1,73.5
LINCOLN AV,LINCOLN_AV.html,486,9,1,1,0,480.9,61.6
STONE PEAK CM,STONE_PEAK_CM.html,114,9,0,0,0,112.2,38.5
KIWI CM,KIWI_CM.html,82,9,0,0,0,80.9,43.2
PERIDOT DR,PERIDOT_DR.html,279,9,0,0,0,275.3,45.6
JOYCE ST,JOYCE_ST.html,714,9,0,0,0,708.5,64.3
PASATIEMPO ST,PASATIEMPO_ST.html,475,9,1,1,0,467.6,60.9
WRIGHT BROTHERS AV,WRIGHT_BROTHERS_AV.html,607,9,3,3,0,604.9,66.7
DAISYFIELD DR,DAISYFIELD_DR.html,1079,9,1,1,0,1075.5,92.9
DANIELLE CT,DANIELLE_CT.html,73,9,0,0,0,72.1,42.6
WINDING STREAM DR,WINDING_STREAM_DR.html,258,9,0,0,0,256.5,44.4
AMITSHREYA WY,AMITSHREYA_WY.html,100,9,0,0,0,99.0,37.5
WINDERMERE CI,WINDERMERE_CI.html,503,8,1,1,0,501.0,63.1
AIRWAY ON I580 EB,AIRWAY_ON_I580_EB.html,413,8,1,0,1,412.9,64.8
OWL WY,OWL_WY.html,408,8,0,0,0,405.9,50.9
WILDWOOD CM,WILDWOOD_CM.html,99,8,0,0,0,98.0,37.4
DOVER WY,DOVER_WY.html,480,8,0,0,0,475.9,53.8
PINNACLE PL,PINNACLE_PL.html,122,8,0,0,0,120.9,45.0
WALNUT ST,WALNUT_ST.html,909,8,0,0,0,900.3,74.0
HILLCREST CM,HILLCREST_CM.html,185,8,0,0,0,183.9,41.4
SHEFFIELD DR,SHEFFIELD_DR.html,465,8,0,0,0,464.4,61.3
MINT CM,MINT_CM.html,69,8,0,0,0,67.7,36.1
SANTA CLARA WY,SANTA_CLARA_WY.html,607,8,0,0,0,604.1,59.6
SAGE  CM,SAGE_CM.html,87,8,0,0,0,85.9,36.9
MAPLEWOOD DR,MAPLEWOOD_DR.html,197,8,0,0,0,195.6,41.8
YORKSHIRE DR,YORKSHIRE_DR.html,165,8,0,0,0,162.1,40.7
SHETLAND RD,SHETLAND_RD.html,446,8,1,1,0,442.3,59.1
FALTINGS CT,FALTINGS_CT.html,93,8,0,0,0,91.8,43.3
SEVILLANO CT,SEVILLANO_CT.html,100,8,0,0,0,99.0,37.7
CALLE DEL REY,CALLE_DEL_REY.html,286,8,0,0,0,284.5,46.1
FREISMAN RD,FREISMAN_RD.html,500,8,2,1,1,499.2,68.2
ALTAMAR CI,ALTAMAR_CI.html,367,8,2,2,0,365.6,62.0
WINDSWEPT CM,WINDSWEPT_CM.html,247,8,1,1,0,347.4,56.6
CATALINA DR,CATALINA_DR.html,1293,8,1,1,0,1283.8,97.2
GELDING LN,GELDING_LN.html,582,8,2,2,0,577.8,64.9
S I ST,S_I_ST.html,818,8,1,1,0,810.6,76.6
PINON WY,PINON_WY.html,199,8,0,0,0,197.1,48.3
